...1,libido,pseudo,anxiety,age,cognition,time,userID,other,motivation,mood,permanent_favorite_noot,gender,focus
1714,NA,default,"Yes, a minor reason",20,"Yes, a minor reason",1638227582.4161804,97314932,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1715,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1642305185.0914018,1450714,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1716,NA,default,"Yes, a major reason",23,"Yes, a minor reason",1638238077.893591,47599202,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1717,Not at all a reason,default,Not at all a reason,0,"Yes, a major reason",1638466418.4475768,20458703,NA,Not at all a reason,Not at all a reason,NA,-,"Yes, a major reason"
1718,Not at all a reason,default,"Yes, a minor reason",22,"Yes, a minor reason",1638301934.5969174,63201710,fatigue,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1719,"Yes, a minor reason",default,"Yes, a minor reason",28,"Yes, a major reason",1642304099.7175934,99042368,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1720,Not at all a reason,default,"Yes, a major reason",25,"Yes, a major reason",1642302101.195896,7466169,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1721,Not at all a reason,default,"Yes, a minor reason",22,"Yes, a minor reason",1638277382.4836233,40636421,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1722,Not at all a reason,default,Not at all a reason,0,"Yes, a minor reason",1642305060.9805648,50086867,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1723,Not at all a reason,default,"Yes, a major reason",41,Not at all a reason,1642307534.5781868,91290760,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1724,NA,default,"Yes, a minor reason",33,"Yes, a minor reason",1638263639.0596704,5315201,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1725,NA,default,"Yes, a minor reason",49,"Yes, a minor reason",1638270585.877117,9714549,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1726,Not at all a reason,default,"Yes, a minor reason",34,"Yes, a major reason",1642297932.454703,486922,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1727,Not at all a reason,default,"Yes, a minor reason",24,"Yes, a major reason",1639132680.4709868,52436325,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1728,Not at all a reason,default,Not at all a reason,42,"Yes, a minor reason",1642379683.322014,46467288,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1729,NA,default,"Yes, a major reason",31,"Yes, a minor reason",1638251781.6302545,63560240,NA,"Yes, a minor reason","Yes, a major reason",L-Glutamine,Male,"Yes, a minor reason"
1730,Not at all a reason,default,"Yes, a minor reason",30,"Yes, a major reason",1642330970.3582218,34557522,NA,"Yes, a major reason",Not at all a reason,"honestly, nothing has worked. Vitamins and creatine are probably useful, but I didn't feel any effect.",Male,"Yes, a major reason"
1731,Not at all a reason,default,"Yes, a minor reason",29,"Yes, a major reason",1638309764.2944696,66551224,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1732,NA,default,"Yes, a major reason",23,Not at all a reason,1638254770.796242,74176310,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1733,NA,default,"Yes, a major reason",33,"Yes, a major reason",1638245250.2462313,40888425,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1734,Not at all a reason,default,Not at all a reason,24,Not at all a reason,1638283184.0896482,43794932,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1735,"Yes, a minor reason",default,"Yes, a major reason",25,"Yes, a minor reason",1638337469.5717647,92051079,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1736,NA,default,Not at all a reason,29,"Yes, a major reason",1638248292.8252337,44013022,NA,"Yes, a major reason","Yes, a minor reason",Taurine,Male,"Yes, a major reason"
1737,"Yes, a minor reason",default,Not at all a reason,27,"Yes, a minor reason",1642479698.197911,44229577,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1738,NA,default,"Yes, a major reason",0,Not at all a reason,1637854294.5353706,54355146,NA,Not at all a reason,Not at all a reason,GUYT,-,Not at all a reason
1739,Not at all a reason,default,"Yes, a minor reason",28,"Yes, a major reason",1638281949.5120523,83668640,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1740,NA,default,"Yes, a minor reason",30,"Yes, a minor reason",1638265552.5091672,96040885,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1741,Not at all a reason,default,"Yes, a major reason",20,"Yes, a minor reason",1642349620.4469414,8934937,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1742,"Yes, a major reason",default,"Yes, a major reason",23,"Yes, a major reason",1641410638.248296,89280983,NA,"Yes, a major reason","Yes, a minor reason",NA,Female,"Yes, a major reason"
1743,Not at all a reason,default,Not at all a reason,0,"Yes, a minor reason",1642315735.5978146,64364088,NA,"Yes, a minor reason",Not at all a reason,NA,-,"Yes, a minor reason"
1744,NA,default,Not at all a reason,0,Not at all a reason,1637600027.4854765,91601450,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1745,NA,default,"Yes, a major reason",19,"Yes, a major reason",1638222904.408164,43923496,NA,"Yes, a minor reason","Yes, a minor reason",NA,-,"Yes, a major reason"
1746,Not at all a reason,default,Not at all a reason,68,"Yes, a major reason",1638567988.603157,47006951,overall health,"Yes, a major reason","Yes, a minor reason","Green tea extract EGCG, Lion's Mane Mushroom",Female,"Yes, a major reason"
1747,Not at all a reason,default,Not at all a reason,36,Not at all a reason,1642303244.7085164,89575683,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1748,"Yes, a minor reason",default,"Yes, a minor reason",28,"Yes, a major reason",1638272455.644043,96034873,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1749,Not at all a reason,default,Not at all a reason,26,"Yes, a minor reason",1638294304.1990464,3270855,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1750,Not at all a reason,default,"Yes, a minor reason",40,"Yes, a minor reason",1642304723.495008,70864096,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1751,NA,default,"Yes, a major reason",37,Not at all a reason,1638227766.36776,85604305,NA,Not at all a reason,"Yes, a minor reason",NA,Female,"Yes, a minor reason"
1752,Not at all a reason,default,Not at all a reason,0,"Yes, a minor reason",1638282898.357896,25065171,NA,"Yes, a major reason",Not at all a reason,NA,-,"Yes, a minor reason"
1753,Not at all a reason,default,"Yes, a major reason",18,"Yes, a major reason",1638357263.739205,62218780,to be a better version of me,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1754,Not at all a reason,default,Not at all a reason,30,"Yes, a minor reason",1642351425.074363,19925507,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1755,Not at all a reason,default,"Yes, a minor reason",16,"Yes, a major reason",1638897595.5796711,20124930,NA,"Yes, a major reason",Not at all a reason,"Adderall, Caffeine",Male,"Yes, a major reason"
1756,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1639215983.5234072,74222015,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1757,Not at all a reason,default,"Yes, a minor reason",28,"Yes, a minor reason",1642302187.912748,76842557,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1758,"Yes, a minor reason",default,Not at all a reason,36,"Yes, a minor reason",1639987007.0813596,67036200,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1759,Not at all a reason,default,Not at all a reason,30,Not at all a reason,1638759410.76183,14265501,NA,Not at all a reason,Not at all a reason,NA,Female,Not at all a reason
1760,"Yes, a minor reason",default,"Yes, a minor reason",28,"Yes, a major reason",1642306786.4794407,8705082,NA,"Yes, a major reason","Yes, a major reason",Tongkat ali,Female,"Yes, a major reason"
1761,NA,default,"Yes, a major reason",0,"Yes, a minor reason",1638253943.9277134,30913619,NA,"Yes, a major reason","Yes, a minor reason",NA,-,"Yes, a major reason"
1762,"Yes, a major reason",default,"Yes, a major reason",32,"Yes, a minor reason",1638829494.0096574,18234220,NA,"Yes, a minor reason","Yes, a major reason",NA,Female,"Yes, a minor reason"
1763,"Yes, a minor reason",default,"Yes, a minor reason",23,"Yes, a major reason",1642352468.2574391,23499808,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1764,NA,default,"Yes, a major reason",23,"Yes, a major reason",1638246207.628527,85795021,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1765,"Yes, a minor reason",default,Not at all a reason,29,"Yes, a major reason",1642302368.8558612,38329637,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1766,Not at all a reason,default,"Yes, a minor reason",27,Not at all a reason,1642479574.774049,68491572,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1767,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1642283855.3024058,16421609,Glouglou,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1768,"Yes, a minor reason",default,"Yes, a major reason",28,Not at all a reason,1642465715.9132202,53752074,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1769,NA,default,"Yes, a major reason",26,"Yes, a major reason",1638267109.4536932,506511,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1770,Not at all a reason,default,Not at all a reason,20,"Yes, a major reason",1642346319.9923048,77312675,ADHD,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1771,Not at all a reason,default,Not at all a reason,26,Not at all a reason,1638277849.345712,33628463,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1772,Not at all a reason,default,"Yes, a minor reason",22,"Yes, a major reason",1638272039.1245463,62967822,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1773,Not at all a reason,default,"Yes, a minor reason",36,Not at all a reason,1638618789.7172992,70669598,Pain,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1774,Not at all a reason,default,Not at all a reason,15,"Yes, a major reason",1638322138.1692638,76034142,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1775,NA,default,"Yes, a major reason",0,"Yes, a minor reason",1638229037.2361057,93488001,NA,Not at all a reason,"Yes, a minor reason",NA,-,"Yes, a minor reason"
1776,NA,default,"Yes, a minor reason",31,"Yes, a minor reason",1638241983.2319908,86472945,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1777,NA,default,Not at all a reason,12,Not at all a reason,1637858915.608263,16421609,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1778,"Yes, a minor reason",default,"Yes, a major reason",22,"Yes, a major reason",1638292685.5533962,51468978,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1779,Not at all a reason,default,Not at all a reason,30,Not at all a reason,1642306478.7049608,20019178,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1780,Not at all a reason,default,"Yes, a minor reason",26,"Yes, a major reason",1638377088.2935271,36993547,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1781,Not at all a reason,default,Not at all a reason,27,Not at all a reason,1642312511.5089912,68771926,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1782,Not at all a reason,default,Not at all a reason,40,Not at all a reason,1642293794.1701467,7406762,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1783,Not at all a reason,default,Not at all a reason,22,Not at all a reason,1642378588.7287486,78517846,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1784,NA,default,"Yes, a minor reason",21,"Yes, a minor reason",1638248167.1016097,36365414,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1785,"Yes, a major reason",default,"Yes, a major reason",21,"Yes, a major reason",1638378856.5879354,25179473,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1786,Not at all a reason,default,"Yes, a major reason",24,Not at all a reason,1638413176.16038,87084742,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1787,Not at all a reason,default,"Yes, a major reason",27,Not at all a reason,1638392051.98463,44174974,"Depression, muscle cramps, feeling tired",Not at all a reason,"Yes, a major reason",NA,Other,"Yes, a minor reason"
1788,"Yes, a minor reason",default,"Yes, a minor reason",41,"Yes, a minor reason",1642291631.1369712,43107334,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1789,Not at all a reason,default,Not at all a reason,40,"Yes, a major reason",1642303701.0456843,75776260,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a minor reason"
1790,NA,default,Not at all a reason,23,"Yes, a major reason",1638258755.7413511,39356611,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a major reason"
1791,Not at all a reason,default,Not at all a reason,21,Not at all a reason,1638316481.420491,48998006,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,Not at all a reason
1792,NA,default,"Yes, a minor reason",28,"Yes, a minor reason",1638255297.117432,56976449,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1793,Not at all a reason,default,"Yes, a minor reason",27,"Yes, a minor reason",1642336571.439365,4917008,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1794,NA,default,"Yes, a minor reason",30,"Yes, a major reason",1638252335.8836954,53961008,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1795,Not at all a reason,default,Not at all a reason,16,Not at all a reason,1638331507.9000492,85016114,NA,"Yes, a minor reason","Yes, a major reason",NA,Female,"Yes, a minor reason"
1796,NA,default,Not at all a reason,24,"Yes, a minor reason",1638257972.0384278,91948942,NA,"Yes, a major reason","Yes, a major reason",Adderall,Female,"Yes, a major reason"
1797,Not at all a reason,default,"Yes, a minor reason",19,"Yes, a major reason",1638274621.732699,74356218,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1798,"Yes, a minor reason",default,Not at all a reason,21,"Yes, a major reason",1638368468.903353,75162016,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1799,Not at all a reason,default,Not at all a reason,30,"Yes, a major reason",1642352033.4646246,82808971,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1800,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1638465409.392727,17850743,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
