,libido,pseudo,anxiety,age,cognition,time,userID,other,motivation,mood,permanent_favorite_noot,gender,focus,for_anxiety,for_focus,for_mood,for_cognition,for_motivation
1661,"Yes, a minor reason",default,"Yes, a minor reason",19.0,"Yes, a minor reason",1638402559.7531216,27332719,Being able to hyperfocus/concentrate on necessary things that I don't feel like doing. Improving the desire/interest for social interaction. Fixing light anhedonia.,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1662,Not at all a reason,default,Not at all a reason,19.0,Not at all a reason,1642321175.1548448,19195997,,"Yes, a major reason","Yes, a major reason",,Female,Not at all a reason,,,,,
1663,Not at all a reason,default,"Yes, a major reason",58.0,Not at all a reason,1642339605.716427,39268536,,"Yes, a minor reason","Yes, a minor reason",,Male,Not at all a reason,,,,,
1664,,default,"Yes, a minor reason",43.0,"Yes, a minor reason",1638243335.4258304,80151041,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1665,"Yes, a minor reason",default,Not at all a reason,26.0,"Yes, a major reason",1638458325.8302147,4567417,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
1666,Not at all a reason,default,"Yes, a minor reason",25.0,"Yes, a major reason",1638712637.658777,95450453,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1667,Not at all a reason,default,"Yes, a minor reason",29.0,"Yes, a minor reason",1638510221.9142482,10316222,,Not at all a reason,"Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1668,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a major reason",1638610170.048841,36830533,,"Yes, a major reason","Yes, a minor reason",,-,"Yes, a major reason",,,,,
1669,Not at all a reason,default,Not at all a reason,24.0,"Yes, a major reason",1638744652.061115,80187577,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1670,,default,"Yes, a minor reason",30.0,"Yes, a major reason",1638270720.2590144,96866890,,Not at all a reason,Not at all a reason,,Male,"Yes, a major reason",,,,,
1671,,default,"Yes, a minor reason",41.0,"Yes, a minor reason",1638266873.158214,83039367,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a minor reason",,,,,
1672,,default,"Yes, a minor reason",23.0,"Yes, a minor reason",1638243490.4780307,39318916,,Not at all a reason,"Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1673,"Yes, a minor reason",default,"Yes, a major reason",24.0,"Yes, a major reason",1638290754.7244687,11026440,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1674,,default,"Yes, a major reason",0.0,Not at all a reason,1637852525.8349817,54355146,,Not at all a reason,Not at all a reason,,-,"Yes, a major reason",,,,,
1675,"Yes, a minor reason",default,Not at all a reason,37.0,Not at all a reason,1642308764.1915333,77315224,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1676,Not at all a reason,default,"Yes, a minor reason",33.0,"Yes, a major reason",1642300960.0940783,30960659,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1677,Not at all a reason,default,Not at all a reason,33.0,Not at all a reason,1642357747.796725,12335809,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
1678,Not at all a reason,default,"Yes, a minor reason",30.0,"Yes, a major reason",1642316692.3672388,32980214,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1679,Not at all a reason,default,"Yes, a minor reason",32.0,"Yes, a major reason",1642340886.0159557,72090800,,"Yes, a major reason","Yes, a minor reason",,Female,"Yes, a major reason",,,,,
1680,"Yes, a minor reason",default,"Yes, a major reason",24.0,"Yes, a minor reason",1638414062.9924076,89568938,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1681,,default,"Yes, a major reason",0.0,Not at all a reason,1638240180.260829,4386197,,"Yes, a minor reason",Not at all a reason,,Male,Not at all a reason,,,,,
1682,,default,Not at all a reason,60.0,"Yes, a major reason",1638243850.4520953,88904043,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1683,Not at all a reason,default,"Yes, a minor reason",23.0,"Yes, a major reason",1642355024.206875,41270647,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1684,"Yes, a major reason",default,Not at all a reason,26.0,"Yes, a major reason",1639239484.0423052,20655468,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1685,"Yes, a major reason",default,"Yes, a minor reason",27.0,"Yes, a major reason",1642313867.6701362,87316493,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1686,Not at all a reason,default,Not at all a reason,0.0,"Yes, a major reason",1642303211.8219285,18970682,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1687,Not at all a reason,default,Not at all a reason,30.0,Not at all a reason,1642306663.1970148,20019178,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1688,Not at all a reason,default,Not at all a reason,54.0,Not at all a reason,1642311026.914464,9967145,,"Yes, a minor reason",Not at all a reason,,Male,Not at all a reason,,,,,
1689,Not at all a reason,default,Not at all a reason,0.0,"Yes, a major reason",1642300277.7138584,97622782,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1690,,default,,34.0,,1637590983.533531,51290853,,,,,Male,,Not at all a reason,"Yes, a major reason",Not at all a reason,Not at all a reason,Not at all a reason
1691,,default,"Yes, a major reason",28.0,Not at all a reason,1638251059.5949183,43956302,,"Yes, a minor reason","Yes, a minor reason",,Female,"Yes, a minor reason",,,,,
1692,,default,Not at all a reason,0.0,Not at all a reason,1638236405.7255764,35321707,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1693,Not at all a reason,default,"Yes, a major reason",43.0,Not at all a reason,1642340355.1858153,84609514,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1694,Not at all a reason,default,Not at all a reason,21.0,"Yes, a major reason",1640639210.8440309,50981936,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1695,Not at all a reason,default,Not at all a reason,33.0,"Yes, a minor reason",1642318914.5300827,74002965,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1696,Not at all a reason,default,"Yes, a minor reason",36.0,"Yes, a minor reason",1642317068.2665963,35155241,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1697,,default,"Yes, a minor reason",28.0,"Yes, a major reason",1638245763.4893506,43401636,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1698,Not at all a reason,default,"Yes, a minor reason",38.0,Not at all a reason,1638285042.0037885,72873123,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1699,Not at all a reason,default,Not at all a reason,0.0,"Yes, a minor reason",1642322425.4628408,42185268,,"Yes, a minor reason",Not at all a reason,"Caffeine, modafinal",-,"Yes, a major reason",,,,,
1700,,default,,0.0,,1637577481.267602,51290853,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1701,,default,"Yes, a major reason",59.0,Not at all a reason,1638250213.984466,61245364,,"Yes, a minor reason","Yes, a major reason",,Female,Not at all a reason,,,,,
1702,Not at all a reason,default,Not at all a reason,37.0,"Yes, a minor reason",1642336602.1239955,16809654,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1703,Not at all a reason,default,Not at all a reason,27.0,"Yes, a major reason",1638496055.7497857,77576471,,"Yes, a minor reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1704,Not at all a reason,default,Not at all a reason,28.0,"Yes, a minor reason",1642337388.9160872,78447997,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1705,Not at all a reason,default,"Yes, a major reason",0.0,"Yes, a major reason",1638468654.7773795,49704777,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1706,Not at all a reason,default,Not at all a reason,29.0,"Yes, a minor reason",1642303311.6812499,79466035,,"Yes, a major reason",Not at all a reason,,Male,Not at all a reason,,,,,
1707,Not at all a reason,default,"Yes, a major reason",26.0,"Yes, a minor reason",1638663013.335497,8133206,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1708,Not at all a reason,default,Not at all a reason,24.0,Not at all a reason,1642348685.394026,66080438,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1709,,default,"Yes, a major reason",30.0,"Yes, a major reason",1638243318.8614013,75732681,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1710,,default,"Yes, a minor reason",19.0,"Yes, a major reason",1638259452.7521868,59732617,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1711,Not at all a reason,default,Not at all a reason,50.0,"Yes, a minor reason",1638772817.1063495,29086883,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1712,Not at all a reason,default,Not at all a reason,25.0,"Yes, a major reason",1640432466.1147008,15128256,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1713,Not at all a reason,default,"Yes, a major reason",42.0,"Yes, a minor reason",1642340490.5654848,71424180,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1714,,default,"Yes, a minor reason",20.0,"Yes, a minor reason",1638227582.4161804,97314932,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1715,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1642305185.0914018,1450714,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1716,,default,"Yes, a major reason",23.0,"Yes, a minor reason",1638238077.893591,47599202,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1717,Not at all a reason,default,Not at all a reason,0.0,"Yes, a major reason",1638466418.4475768,20458703,,Not at all a reason,Not at all a reason,,-,"Yes, a major reason",,,,,
1718,Not at all a reason,default,"Yes, a minor reason",22.0,"Yes, a minor reason",1638301934.5969174,63201710,fatigue,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1719,"Yes, a minor reason",default,"Yes, a minor reason",28.0,"Yes, a major reason",1642304099.7175934,99042368,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1720,Not at all a reason,default,"Yes, a major reason",25.0,"Yes, a major reason",1642302101.195896,7466169,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1721,Not at all a reason,default,"Yes, a minor reason",22.0,"Yes, a minor reason",1638277382.4836233,40636421,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1722,Not at all a reason,default,Not at all a reason,0.0,"Yes, a minor reason",1642305060.9805648,50086867,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1723,Not at all a reason,default,"Yes, a major reason",41.0,Not at all a reason,1642307534.5781868,91290760,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1724,,default,"Yes, a minor reason",33.0,"Yes, a minor reason",1638263639.0596704,5315201,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1725,,default,"Yes, a minor reason",49.0,"Yes, a minor reason",1638270585.8771167,9714549,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1726,Not at all a reason,default,"Yes, a minor reason",34.0,"Yes, a major reason",1642297932.4547033,486922,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1727,Not at all a reason,default,"Yes, a minor reason",24.0,"Yes, a major reason",1639132680.4709868,52436325,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1728,Not at all a reason,default,Not at all a reason,42.0,"Yes, a minor reason",1642379683.322014,46467288,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1729,,default,"Yes, a major reason",31.0,"Yes, a minor reason",1638251781.6302543,63560240,,"Yes, a minor reason","Yes, a major reason",L-Glutamine,Male,"Yes, a minor reason",,,,,
1730,Not at all a reason,default,"Yes, a minor reason",30.0,"Yes, a major reason",1642330970.3582218,34557522,,"Yes, a major reason",Not at all a reason,"honestly, nothing has worked. Vitamins and creatine are probably useful, but I didn't feel any effect.",Male,"Yes, a major reason",,,,,
1731,Not at all a reason,default,"Yes, a minor reason",29.0,"Yes, a major reason",1638309764.2944696,66551224,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1732,,default,"Yes, a major reason",23.0,Not at all a reason,1638254770.796242,74176310,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
1733,,default,"Yes, a major reason",33.0,"Yes, a major reason",1638245250.2462313,40888425,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1734,Not at all a reason,default,Not at all a reason,24.0,Not at all a reason,1638283184.0896482,43794932,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1735,"Yes, a minor reason",default,"Yes, a major reason",25.0,"Yes, a minor reason",1638337469.5717647,92051079,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1736,,default,Not at all a reason,29.0,"Yes, a major reason",1638248292.8252335,44013022,,"Yes, a major reason","Yes, a minor reason",Taurine,Male,"Yes, a major reason",,,,,
1737,"Yes, a minor reason",default,Not at all a reason,27.0,"Yes, a minor reason",1642479698.197911,44229577,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1738,,default,"Yes, a major reason",0.0,Not at all a reason,1637854294.5353706,54355146,,Not at all a reason,Not at all a reason,GUYT,-,Not at all a reason,,,,,
1739,Not at all a reason,default,"Yes, a minor reason",28.0,"Yes, a major reason",1638281949.5120523,83668640,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1740,,default,"Yes, a minor reason",30.0,"Yes, a minor reason",1638265552.5091672,96040885,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1741,Not at all a reason,default,"Yes, a major reason",20.0,"Yes, a minor reason",1642349620.4469414,8934937,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1742,"Yes, a major reason",default,"Yes, a major reason",23.0,"Yes, a major reason",1641410638.248296,89280983,,"Yes, a major reason","Yes, a minor reason",,Female,"Yes, a major reason",,,,,
1743,Not at all a reason,default,Not at all a reason,0.0,"Yes, a minor reason",1642315735.5978146,64364088,,"Yes, a minor reason",Not at all a reason,,-,"Yes, a minor reason",,,,,
1744,,default,,0.0,,1637600027.4854765,91601450,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1745,,default,"Yes, a major reason",19.0,"Yes, a major reason",1638222904.408164,43923496,,"Yes, a minor reason","Yes, a minor reason",,-,"Yes, a major reason",,,,,
1746,Not at all a reason,default,Not at all a reason,68.0,"Yes, a major reason",1638567988.603157,47006951,overall health,"Yes, a major reason","Yes, a minor reason","Green tea extract EGCG, Lion's Mane Mushroom",Female,"Yes, a major reason",,,,,
1747,Not at all a reason,default,Not at all a reason,36.0,Not at all a reason,1642303244.7085164,89575683,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
